"","Row number","Community or sub-community code","Community or sub-community name","Community level code","NVC_Species","Species constancy value","Maximum abundance of species","Special variable value","...9","interactionTypeName","Assoc_Species"
"955",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"956",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"957",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"958",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"959",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"960",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Puccinia menthae"
"961",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Physoderma menthae"
"962",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Physoderma menthae"
"963",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Physoderma menthae"
"964",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Physoderma menthae"
"965",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Physoderma menthae"
"966",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"967",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"968",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"969",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"970",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"971",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Boeremia strasseri"
"972",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Hymenoscyphus scutula"
"973",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Erysiphe lamprocarpa"
"974",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Erysiphe cichoracearum"
"975",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Erysiphe biocellata"
"976",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Helophilus trivittatus"
"977",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Lucilia silvarum"
"978",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Onesia sepulcralis"
"979",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Melanostoma mellinum"
"980",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Platycheirus peltatus"
"981",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Helophilus pendulus"
"982",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Maniola jurtina"
"983",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Helophilus hybridus"
"984",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Bombus lucorum"
"985",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Eristalis interrupta"
"986",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"pollinates","Episyrphus balteatus"
"987",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"parasiteOf","Puccinia menthae"
"988",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Apion vicinum"
"989",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina graminis"
"990",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Chrysolina herbacea"
"991",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Bombus dahlbomii"
"992",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Phytomyza tetrasticha"
"993",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Puccinia menthae"
"994",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus scutula"
"995",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Physoderma menthae"
"996",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Datonychus melanostictus"
"997",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Cassida viridis"
"998",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Hymenoscyphus repandus"
"999",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"interactsWith","Erysiphe biocellata"
"1000",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Meloidoderita kirjanovae"
"1001",18,"A1","Lemna gibba community","A1","Mentha aquatica","I",2,NA,NA,"hasHost","Meloidoderita kirjanovae"
